PLACE_NAME,PROJECT_NAME,Location_Type,Housing_Type,RB Division,Status,Owned,Managed,Developed,YARDI Property Code_2,YARDI Job Code_2,ADDRESS,Borough,Boro_code_2,BLOCK,BLOCK_mapping,LOT,BBL,BBL_mapping,BIN,TOTALUNITS,Total Unit PROJECT_2,OWNER_ENTITY,Ownership %_2,Housing_Services,Tax Credit_2,Tax Credit Y/N,Section 8 Type,Section 8 Y/N,610 Y/N,Our Role_2,Housing Type_2,Agency_2,Program Contact_2,Development Type aka Category_2,Systems Replaced_2,Construction Start Date_text,Construction Start Date_2,Construction Completion Date_text,Construction Completion Date_2,Permanent Loan Conversion Date_text,Permanent Loan Conversion Date_2,Dates of Management From_text,Dates of Management From _2,Dates of Management To_text,Dates of Management To _2,AMI/Populations served _2,Occupied or Vacant during construction _2,Total Construction Cost_Text,Total Construction Cost_PROJECT_2,Total Development Cost_text,Total Development Cost_PROJECT_2,Acquisition date_text,Acquisition date _2,Construction Lender_2,Public or Private Perm Lender_2,Maturity Date,Partners_2,HUD FHA#_2,NYS Tax Credit BIN #_2,LIHTC Syndicator_2,BIN_properties,HPD/HDC Loan #,SHARS_properties,DEVEL DEAL TYPE_properties,GOVT PROGRAM_properties,Agency Contact_properties,TDC_properties,TAXCREDIT_properties,TC UNITS_properties,Lead Agency_properties,COMMENT_properties,YEARBUILT_properties,DATE ACQUIRED_properties,DATEMANAGED_properties,CONST COMPLETED DATE_properties,PERM CONVERSION DATE_properties,FAR_properties,MAXFAR_properties,BUILTFAR_properties,AVAILFAR_properties,BLDGSOWNED,BLDGSMNGED,BLDGS DEVD,BLDGSQFT_properties,ZONISQFT_properties,LOTSQFT_properties,,OTHRSQFT_properties,PARKING_properties,STORIES_properties,SUPUNITS_properties,TOTALUNITS_properties,UNITSOWNED_properties,UNITSMNGED_properties,UNITSSERVICED_properties,MNGEDONLY_properties,LIHTCUNITS_properties,PBVUNITS_properties,COMMSPACES_properties,4BR_properties,3BR_properties,2BR_properties,1BR_properties,0BR_properties,RBDEPTNUM_properties,REGISTRATION_properties,Commercial Unit,Address_commercial,Owner/Entity_commercial,Tenant's Name or Leasee_commercial,Lessee Type_commercial,% RB Ownership_commercial,Permitted Use_commercial,Actual Use_commercial,Comm SqFt Leased_commercial,Current Yardi    T-Code_commercial,Address_program,Division_program,Senior Center name_program,Senior Center director_program,Programs_program,AKA_program,lat,lon
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,111Lind,tpt10con,"109-111 Linden Street, Brooklyn, NY 11221",Brooklyn,3,3323,3323,62,3033230062,3033230062,3076111,16,56,RiseBoro TPT 10 HDFC,100%,NYSSHP,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3076111,,,Preservation Rehab,HPD TPT,,,HPD 9% LIHTC,,,TPT 10,2024,9/6/2018,9/6/2018,,,,,,,1,1,1,,,,0,,,4,,16,16,16,0,0,,,0,0,0,13,3,0,,,,,,,,,,,,,,,,,,,40.69321559,-73.91995817
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,115Lind,tpt10con,"113-115 Linden Street, Brooklyn, NY 11221",Brooklyn,3,3323,3323,60,3033230060,3033230060,3076110,17,56,RiseBoro TPT 10 HDFC,100%,NYSSHP,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3076110,,,Preservation Rehab,HPD TPT,,,HPD 9% LIHTC,,,TPT 10,2024,9/6/2018,9/6/2018,,,,,,,1,1,1,,,,0,,,4,,17,17,17,0,0,,,0,0,3,6,2,6,,,,,,,,,,,,,,,,,,,40.69330878,-73.91984905
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,135Mena,tpt10con,"135 Menahan Street, Brooklyn, NY, 11237",Brooklyn,3,3306,3306,53,3033060053,3033060053,3075660,5,56,RiseBoro TPT 10 HDFC,100%,,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3075660,,,Preservation Rehab,HPD TPT,,,HPD 9% LIHTC,,,TPT 10,2024,3/1/2020,3/1/2020,,,,,,,1,1,1,,,,0,,0,,,5,5,5,0,0,,,0,0,1,1,2,1,,,,,,,,,,,,,,,,,,,40.69577972,-73.91973876
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,160Bleek,tpt10con,"160 Bleecker Street, Brooklyn, NY, 11221",Brooklyn,3,3306,3306,22,3033060022,3033060022,3075647,6,56,RiseBoro TPT 10 HDFC,100%,,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3075647,,,Preservation Rehab,HPD TPT,,,HPD 9% LIHTC,,,TPT 10,2024,9/6/2018,9/6/2018,,,,,,,1,1,1,,,,0,,,3,,6,6,6,0,0,,,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,40.69642849,-73.91967772
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,230moffa,tpt10con,"230 Moffat Street, Brooklyn, NY, 11207",Brooklyn,3,3447,3447,33,3034470033,3034470033,3080172,6,56,RiseBoro TPT 10 HDFC,100%,,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3080172,,,Preservation Rehab,HPD MPLP,,,HPD 9% LIHTC,,,TPT 10,2024,9/6/2018,9/6/2018,,,,,,,1,1,1,,,,0,,,3,,6,6,6,0,0,,,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,40.68864783,-73.90508352
RiseBoro TPT Ten,RiseBoro TPT Ten,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,301Harm,tpt10con,"301 Harman Street, Brooklyn, NY, 11237",Brooklyn,3,3279,3279,48,3032790048,3032790048,3074838,6,56,RiseBoro TPT 10 HDFC,100%,,9% LIHTC,,,,,D,RH,HPD," HPD TPT MPLP, Hollis Savage + Hadiya Housepian ",SR,ALL,5/1/2023,5/1/2023,9/1/2024,9/1/2024,4/1/2026,4/1/2026,9/6/2018,9/6/2018,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,"4 Vacant, 2 Occupied","$17,662,741.00","$17,662,741.00","$29,428,209.00","$29,428,209.00",5/1/2023,5/1/2023,Citizen's Bank,None,,RB Only,,,Enterprise,3074838,,,Preservation Rehab,HPD TPT,,,HPD 9% LIHTC,,,TPT 10,2024,9/6/2018,9/6/2018,,,,,,,1,1,1,,,,0,,,3,,6,6,6,0,0,,,0,0,0,2,4,0,,,,,,,,,,,,,,,,,,,40.7002266,-73.91886252
RiseBoro Community Farm,RiseBoro Youth Center,Urban Farm,non-housing,Health,Operational,Not owned,Managed,,,,"1474 Gates Avenue, Brooklyn NY 11237",,,,,,,3033440016,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40.69760663,-73.91376271
RiseBoro Youth Center,RiseBoro Youth Center,RB Service Site,non-housing,Education,Operational,Not owned,Managed,,,,"1474 Gates Avenue, Brooklyn NY 11237",,,,,,,3033440016,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3387654,,,New Construction,,,,None,,,,2003,6/1/2003,6/1/2003,,,,,,,0,0,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,"1474 Gates Avenue, Brooklyn NY 11237",Education; Empowerment,,,C2C/BRY; FFT-A; PEAK; WISE; ECHO; The Brooklyn W.A.Y.; Adult Literacy (Evening Program); Adult Literacy (Morning Program); ABE/HSE; SONYC; COMPASS at Youth Center; Educational Support; Work Learn Grow; Learn and Earn; Summer Youth Employment Program; Bushwick Grows Community Farm,,40.69754247,-73.91362258
Schaefer Street Apartments,Schaefer Street Apartments,Residential,Supportive,Housing,Operational,Owned,Managed,Developed,schaeff,,21 Schaefer Street Brooklyn NY 11207,Brooklyn,3,3420,3420,48,3034200048,3034200048,3413848,33,33,Schaefer St Apartments HDFC,100%,Supportive,HOME,,,,,D,RH,OTDA,,MR,All,5/15/2009,5/15/2009,9/1/2010,9/1/2010,1/1/2010,1/1/2010,5/15/2009,5/15/2009,present,7/16/2026,"HOME, Supportive Population",Vacant,"$2,290,000.00","$2,290,000.00","$9,155,237.00","$9,155,237.00",5/15/2009,5/15/2009,HHAP,OTDA,,RB Only,,,N/A,3413848,,,New Construction,,,,,,,Supportive,2010,9/10/2010,9/10/2010,,,,,,,1,1,1,31757,,,0,,,6,1,33,33,33,,,,,0,0,0,22,11,0,217,383806,,,,,,,,,,,,,,,,,40.68504686,-73.91267408
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Residential,Homeownership,Housing,Construction,Not Owned,Not managed,Developed,1143hck,,1143 Hancock Street Brooklyn NY 11221,Brooklyn,3,3389,3389,45,3033890045,3033890045,3077905,3,21,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,11/21/2003,11/21/2003,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,HPD,,InterBoro CLT,,,N/A,3077905,,,New Construction,,,,,,,Open Door,,1/21/2004,1/21/2004,,,,,,,0,0,,,,2000,,,0,3,,3,0,0,,,,,0,0,1,2,0,0,,,,,,,,,,,,,,,,,,,40.69055044,-73.9130965
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Residential,Homeownership,Housing,Construction,Not Owned,Not managed,,1262bwk,,1262 Bushwick Avenue Brooklyn NY 11207,Brooklyn,3,3401,3401,37,3034010037,3034010037,3078491,0,21,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,11/21/2003,11/21/2003,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,HPD,,InterBoro CLT,,,N/A,3078491,,,New Construction,,,,,,,Open Door,,1/21/2004,1/21/2004,,,,,,2.37,0,0,,,3556,1500,,,0,,,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40.68697766,-73.91427097
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Residential,Homeownership,Housing,Construction,Not Owned,Not managed,,1264bwk,,1264 Bushwick Avenue Brooklyn NY 11207,Brooklyn,3,3401,3401,38,3034010038,3034010038,3000000,8,21,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,9/21/2016,9/21/2016,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,9/1/2016,9/1/2016,TBD,HPD,,InterBoro CLT,,,N/A,3000000,,,New Construction,,,,,,,Open Door,,9/12/2016,9/12/2016,,,,,,,0,0,,,,1650,,,0,4,,8,0,0,,,,,0,0,7,1,0,0,,,,,,,,,,,,,,,,,,,40.68697094,-73.91417676
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Residential,Homeownership,Housing,Construction,Not Owned,Not managed,,chauncey,,635 Chauncey St Brooklyn NY 11207,Brooklyn,3,3444,3444,18,3034440018,3034440018,TBD,8,21,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,TBD,,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,HPD,,InterBoro CLT,,,N/A,,,,New Construction,HPD OPEN DOOR,,,,,,Open Door,,12/15/2018,12/15/2018,,,,,,,0,0,,,,4375,,,0,4,,8,0,0,,,,,0,0,2,2,4,0,,,,,,,,,,,,,,,,,,,40.68332894,-73.90969918
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Residential,Homeownership,Housing,Construction,Not Owned,Not managed,,676cent,,676 Central Ave Brooklyn NY 11203,Brooklyn,3,3440,3440,35,3034400035,3034400035,TBD,2,21,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,TBD,,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,HPD,,InterBoro CLT,,,N/A,,,,New Construction,HPD OPEN DOOR,,,,,,Open Door,,12/15/2018,12/15/2018,,,,,,,0,0,,,,1700,,,0,3,,2,0,0,,,,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,40.6838193,-73.90861779
South Bushwick Neighborhood Homeownership,South Bushwick Neighborhood Homes,Pre-Dev Site,Homeownership,Housing,Predevelopment,Not Owned,Not managed,,1277deka,,1277 Dekalb Avenue Brooklyn NY 11221,Brooklyn,3,3232,3232,63,3032320063,3032320063,TBD,2,23,South Bushwick Neighborhood Homes HDFC,100%,,N/A,,,,,D,CH,HPD," HPD Open Door, Alice Friedman ",NC,N/A,6/1/2020,6/1/2020,TBD,,TBD,,TBD,,present,12/1/2013,TBD,Vacant,TBD,TBD,TBD,TBD,N/A,,TBD,HPD,,InterBoro CLT,,,N/A,,,,New Construction,HPD OPEN DOOR,,,,,,Open Door,,12/15/2018,12/15/2018,,,,,,,0,0,,,,1411,,,0,4,,3,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40.69709798,-73.92660933
"Spectrum Assigned (from Koster, MD, P.C.)",Stammtisch,3rd Party Service Site,non-housing,Housing,Operational,Owned,Managed,,,,279 Wyckoff Avenue Brooklyn NY 11237,,,,3320,1,3033200001,3033200001,,0,,Stammtisch HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,279 Wyckoff,"Stammtisch Associates, L.P.","Spectrum Assigned (from Koster, MD, P.C.)",3rd Party,100%,retail,Medical - Doctor's Office,"2,200",T0004913,,,,,,,40.70100623,-73.91331512
The Bushwick Bagel House,Stammtisch,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,299 Wyckoff Avenue Brooklyn NY 11237,,,,3329,1,3033290001,3033290001,,0,,Stammtisch HDFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,299 Wyckoff,"Stammtisch Associates, L.P.",The Bushwick Bagel House,3rd Party,100%,retail,restaurant - Bagel Shop,"1,500",T0004870,,,,,,,40.70060382,-73.91252438
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,1116 Willoughby Avenue Brooklyn NY 11237,Brooklyn,3,3209,3209,12,3032090012,3032090012,3072931,4,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3072931,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,1/17/2004,1/17/2004,,,,,,,1,1,1,4125,,,0,,,3,,4,4,4,,,,,0,0,2,0,2,0,294,361185,,,,,,,,,,,,,,,,,40.70128083,-73.92551375
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,1285 Greene Avenue Brooklyn NY 11237,Brooklyn,3,3287,3287,40,3032870040,3032870040,3413942,5,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3413942,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2016,7/1/2016,7/1/2016,,,,,,,1,1,1,5425,,,0,,,4,,5,5,5,,,,,0,0,0,5,0,0,294,318372,,,,,,,,,,,,,,,,,40.69792083,-73.91992504
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,1344 Willoughby Avenue Brooklyn NY 11237,Brooklyn,3,3211,3211,17,3032110017,3032110017,3072995,3,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3072995,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,9/1/2015,9/1/2015,,,,,,,1,1,1,4432,,,0,,,3,,3,3,3,,,,,0,0,2,1,0,0,294,372154,,,,,,,,,,,,,,,,,40.70613774,-73.92066048
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,1351 Greene Avenue Brooklyn NY 11237,Brooklyn,3,3289,3289,44,3032890044,3032890044,3075122,6,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3075122,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,1/19/2004,1/19/2004,,,,,,,1,1,1,5859,,,0,,,3,,6,6,6,,,,,0,0,0,5,1,0,294,357511,,,,,,,,,,,,,,,,,40.69991908,-73.91799173
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,1560 Dekalb Avenue Brooklyn NY 11237,Brooklyn,3,3248,3248,11,3032480011,3032480011,3073908,5,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3073908,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,6/9/2015,6/9/2015,,,,,,,1,1,1,4842,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,294,309260,,,,,,,,,,,,,,,,,40.70297014,-73.92025858
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,195 Stockholm Street Brooklyn NY 11237,Brooklyn,3,3246,3246,38,3032460038,3032460038,3073844,5,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3073844,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,1/18/2004,1/18/2004,,,,,,,1,1,1,4800,,,0,,,3,,5,5,5,,,,,0,0,0,4,0,1,294,341978,,,,,,,,,,,,,,,,,40.70036633,-73.92226533
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,26 Morgan Avenue Brooklyn NY 11237,Brooklyn,3,3012,3012,8,3030120008,3030120008,3070725,5,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3070725,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,7/30/2015,7/30/2015,,,,,,,1,1,1,4179,,,0,,,3,,5,5,5,,,,,0,0,0,2,3,0,294,344097,,,,,,,,,,,,,,,,,40.70468802,-73.93121883
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,27 Granite Street Brooklyn NY 11207,Brooklyn,3,3456,3456,45,3034560045,3034560045,3080321,5,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3080321,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,7/2/2015,7/2/2015,,,,,,,1,1,1,4237,,,0,,,3,,5,5,5,,,,,0,0,1,1,3,0,294,352093,,,,,,,,,,,,,,,,,40.68260386,-73.90806135
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,279 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3320,3320,1,3033200001,3033200001,3075982,2,allprop,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3075982,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,8/7/1987,8/7/1987,,,,,,,1,1,1,4969,,,0,,,3,,2,2,2,,,,,1,0,2,0,0,0,294,812321,,,,,,,,,,,,,,,,,40.70100374,-73.9133257
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,299 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3329,3329,1,3033290001,3033290001,3076194,3,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3076194,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,7/30/2015,7/30/2015,,,,,,,1,1,1,4500,,,0,,,3,,3,3,3,,,,,1,0,0,2,1,0,294,384668,,,,,,,,,,,,,,,,,40.70058601,-73.91254042
Stammtisch,Stammtisch,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,stamm,,64 Bleecker Street Brooklyn NY 11237,Brooklyn,3,3305,3305,19,3033050019,3033050019,3075614,3,46,Stammtisch HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2013,12/1/2013,9/1/2015,9/1/2015,12/1/2016,12/1/2016,12/1/2013,12/1/2013,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$10,000,000.00","$10,000,000.00","$18,226,649.37","$18,226,649.37",12/1/2013,12/1/2013,CPC,CPC/Richman,,RB Only,,,Richman,3075614,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2015,9/1/2015,9/1/2015,,,,,,,1,1,1,4286,,,0,,,3,,3,3,3,,,,,0,1,1,1,0,0,294,333299,,,,,,,,,,,,,,,,,40.69419631,-73.92188771
Steps at Saratoga Phase ll,Steps at Saratoga - Family,Pre-Dev Site,Multi-Family,Housing,Predevelopment,Not Owned,Not managed,,TBD,,"2014-2042 Fulton St, Brooklyn, NY 11233",Brooklyn,3,,1549,35,TBD,3015490035,TBD,169,257,HPD,70%,,4% LIHTC,,,,," D, JV ",RH,HPD,TBD,NC,N/A,,,TBD,6/1/2028,,,,N/A,TBD,,,Vacant,,TBD,TBD,TBD,,,,,,"Impacct Brooklyn, Urbane",,,,,,,New Construction,HPD ELLA,,,HDC 4% LIHTC,,,,2028,,,,,,,,,0,0,,,,,,,,,,148,0,0,,0,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,40.67846426,-73.91761548
Steps - Brooklyn Packers,Steps at Saratoga - Family,Pre-Dev Site,non-housing,Housing,Predevelopment,Not owned,Not managed,,,,"2014-2042 Fulton St, Brooklyn, NY 11233",,,,1549,35,TBD,3015490035,,0,,HPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,"2018-2024 Fulton Avenue, Brooklyn",Steps at Saratoga - Family,Brooklyn Packers,3rd Party,70%,community,Food hub,,,,,,,,,40.67844829,-73.91751857
